# BEGIN PLOT
DrawOnly=/STAR_2009_I793126/d17-x01-y03 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d17-x01-y03
LegendOnly=/STAR_2009_I793126/d17-x01-y03 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d17-x01-y03
# END PLOT

# BEGIN HISTO2D /STAR_2009_I793126/d17-x01-y03
IsRef=1
Path=/STAR_2009_I793126/d17-x01-y03
Title=Data
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
0.000000e+00	5.000000e-02	2.500000e-02	2.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
5.000000e-02	1.000000e-01	7.500000e-02	7.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
1.000000e-01	1.500000e-01	1.250000e-01	1.250000e-01	1.000000e-10	1.000000e-10	1.000000e-10
1.500000e-01	2.000000e-01	1.750000e-01	1.750000e-01	1.000000e-10	1.000000e-10	1.000000e-10
2.000000e-01	2.500000e-01	2.250000e-01	2.250000e-01	2.770000e-03	5.610000e-04	5.610000e-04
2.500000e-01	3.000000e-01	2.750000e-01	2.750000e-01	1.785710e-01	4.206000e-03	4.206000e-03
3.000000e-01	3.500000e-01	3.250000e-01	3.250000e-01	6.777490e-01	5.483000e-03	5.483000e-03
3.500000e-01	4.000000e-01	3.750000e-01	3.750000e-01	7.775060e-01	5.231000e-03	5.231000e-03
4.000000e-01	4.500000e-01	4.250000e-01	4.250000e-01	8.078820e-01	5.457000e-03	5.457000e-03
4.500000e-01	5.000000e-01	4.750000e-01	4.750000e-01	8.337470e-01	5.631000e-03	5.631000e-03
5.000000e-01	5.500000e-01	5.250000e-01	5.250000e-01	8.353290e-01	6.245000e-03	6.245000e-03
5.500000e-01	6.000000e-01	5.750000e-01	5.750000e-01	8.260870e-01	7.101000e-03	7.101000e-03
6.000000e-01	6.500000e-01	6.250000e-01	6.250000e-01	8.172410e-01	8.064000e-03	8.064000e-03
6.500000e-01	7.000000e-01	6.750000e-01	6.750000e-01	8.333330e-01	8.674000e-03	8.674000e-03
7.000000e-01	7.500000e-01	7.250000e-01	7.250000e-01	8.319670e-01	9.739000e-03	9.739000e-03
7.500000e-01	8.000000e-01	7.750000e-01	7.750000e-01	8.783070e-01	9.550000e-03	9.550000e-03
8.000000e-01	8.500000e-01	8.250000e-01	8.250000e-01	8.541670e-01	1.143900e-02	1.143900e-02
8.500000e-01	9.000000e-01	8.750000e-01	8.750000e-01	8.986490e-01	1.135000e-02	1.135000e-02
9.000000e-01	9.500000e-01	9.250000e-01	9.250000e-01	8.632480e-01	1.424200e-02	1.424200e-02
9.500000e-01	1.000000e+00	9.750000e-01	9.750000e-01	8.453610e-01	1.631700e-02	1.631700e-02
1.000000e+00	1.050000e+00	1.025000e+00	1.025000e+00	9.268290e-01	1.344800e-02	1.344800e-02
1.050000e+00	1.100000e+00	1.075000e+00	1.075000e+00	7.906980e-01	2.364500e-02	2.364500e-02
1.100000e+00	1.150000e+00	1.125000e+00	1.125000e+00	8.870970e-01	1.978000e-02	1.978000e-02
1.150000e+00	1.200000e+00	1.175000e+00	1.175000e+00	8.518520e-01	2.451400e-02	2.451400e-02
1.200000e+00	1.250000e+00	1.225000e+00	1.225000e+00	9.090910e-01	2.043000e-02	2.043000e-02
1.250000e+00	1.300000e+00	1.275000e+00	1.275000e+00	9.166670e-01	2.107400e-02	2.107400e-02
1.300000e+00	1.350000e+00	1.325000e+00	1.325000e+00	9.565220e-01	1.768300e-02	1.768300e-02
1.350000e+00	1.400000e+00	1.375000e+00	1.375000e+00	8.684210e-01	3.380300e-02	3.380300e-02
1.400000e+00	1.450000e+00	1.425000e+00	1.425000e+00	8.095240e-01	4.310200e-02	4.310200e-02
1.450000e+00	1.500000e+00	1.475000e+00	1.475000e+00	9.411760e-01	2.537200e-02	2.537200e-02
1.500000e+00	1.550000e+00	1.525000e+00	1.525000e+00	9.565220e-01	2.569300e-02	2.569300e-02
1.550000e+00	1.600000e+00	1.575000e+00	1.575000e+00	1.000000e+00	1.000000e-10	1.000000e-10
1.600000e+00	1.650000e+00	1.625000e+00	1.625000e+00	8.000000e-01	5.656900e-02	5.656900e-02
1.650000e+00	1.700000e+00	1.675000e+00	1.675000e+00	9.090910e-01	4.791300e-02	4.791300e-02
1.700000e+00	1.750000e+00	1.725000e+00	1.725000e+00	1.000000e+00	1.000000e-10	1.000000e-10
1.750000e+00	1.800000e+00	1.775000e+00	1.775000e+00	1.000000e+00	1.000000e-10	1.000000e-10
1.800000e+00	1.850000e+00	1.825000e+00	1.825000e+00	9.166670e-01	6.031200e-02	6.031200e-02
1.850000e+00	1.900000e+00	1.875000e+00	1.875000e+00	8.000000e-01	6.666700e-02	6.666700e-02
1.900000e+00	1.950000e+00	1.925000e+00	1.925000e+00	8.333330e-01	7.607300e-02	7.607300e-02
1.950000e+00	2.000000e+00	1.975000e+00	1.975000e+00	8.333330e-01	8.784100e-02	8.784100e-02
# END HISTO2D

