# BEGIN PLOT
DrawOnly=/STAR_2009_I793126/d20-x01-y01 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d20-x01-y01
LegendOnly=/STAR_2009_I793126/d20-x01-y01 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d20-x01-y01
# END PLOT

# BEGIN HISTO2D /STAR_2009_I793126/d20-x01-y01
IsRef=1
Path=/STAR_2009_I793126/d20-x01-y01
Title=Data
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
0.000000e+00	4.000000e-02	2.000000e-02	2.000000e-02	1.000000e-10	1.000000e-10	1.000000e-10
4.000000e-02	8.000000e-02	6.000000e-02	6.000000e-02	1.000000e-10	1.000000e-10	1.000000e-10
8.000000e-02	1.200000e-01	1.000000e-01	1.000000e-01	1.000000e-10	1.000000e-10	1.000000e-10
1.200000e-01	1.600000e-01	1.400000e-01	1.400000e-01	1.000000e-10	1.000000e-10	1.000000e-10
1.600000e-01	2.000000e-01	1.800000e-01	1.800000e-01	1.000000e-10	1.000000e-10	1.000000e-10
2.000000e-01	2.400000e-01	2.200000e-01	2.200000e-01	1.000000e-10	1.000000e-10	1.000000e-10
2.400000e-01	2.800000e-01	2.600000e-01	2.600000e-01	1.538800e-02	1.071400e-02	1.071400e-02
2.800000e-01	3.200000e-01	3.000000e-01	3.000000e-01	3.232180e-01	4.182000e-02	4.182000e-02
3.200000e-01	3.600000e-01	3.400000e-01	3.400000e-01	7.684650e-01	3.776600e-02	3.776600e-02
3.600000e-01	4.000000e-01	3.800000e-01	3.800000e-01	8.712150e-01	3.121700e-02	3.121700e-02
4.000000e-01	4.400000e-01	4.200000e-01	4.200000e-01	8.437220e-01	3.731700e-02	3.731700e-02
4.400000e-01	4.800000e-01	4.600000e-01	4.600000e-01	8.690480e-01	2.955000e-02	2.955000e-02
4.800000e-01	5.200000e-01	5.000000e-01	5.000000e-01	8.853250e-01	3.135600e-02	3.135600e-02
5.200000e-01	5.600000e-01	5.400000e-01	5.400000e-01	8.470910e-01	3.011600e-02	3.011600e-02
5.600000e-01	6.000000e-01	5.800000e-01	5.800000e-01	8.241080e-01	3.446800e-02	3.446800e-02
