# BEGIN PLOT
DrawOnly=/STAR_2009_I793126/d18-x01-y03 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d18-x01-y03
LegendOnly=/STAR_2009_I793126/d18-x01-y03 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d18-x01-y03
# END PLOT

# BEGIN HISTO2D /STAR_2009_I793126/d18-x01-y03
IsRef=1
Path=/STAR_2009_I793126/d18-x01-y03
Title=Data
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
0.000000e+00	5.000000e-02	2.500000e-02	2.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
5.000000e-02	1.000000e-01	7.500000e-02	7.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
1.000000e-01	1.500000e-01	1.250000e-01	1.250000e-01	1.000000e-10	1.000000e-10	1.000000e-10
1.500000e-01	2.000000e-01	1.750000e-01	1.750000e-01	1.000000e-10	1.000000e-10	1.000000e-10
2.000000e-01	2.500000e-01	2.250000e-01	2.250000e-01	1.234600e-02	5.380000e-04	5.380000e-04
2.500000e-01	3.000000e-01	2.750000e-01	2.750000e-01	1.654000e-01	1.864000e-03	1.864000e-03
3.000000e-01	3.500000e-01	3.250000e-01	3.250000e-01	4.485730e-01	2.662000e-03	2.662000e-03
3.500000e-01	4.000000e-01	3.750000e-01	3.750000e-01	7.174290e-01	2.601000e-03	2.601000e-03
4.000000e-01	4.500000e-01	4.250000e-01	4.250000e-01	7.706010e-01	2.646000e-03	2.646000e-03
4.500000e-01	5.000000e-01	4.750000e-01	4.750000e-01	7.922850e-01	2.785000e-03	2.785000e-03
5.000000e-01	5.500000e-01	5.250000e-01	5.250000e-01	7.811740e-01	3.140000e-03	3.140000e-03
5.500000e-01	6.000000e-01	5.750000e-01	5.750000e-01	7.991860e-01	3.386000e-03	3.386000e-03
6.000000e-01	6.500000e-01	6.250000e-01	6.250000e-01	7.906610e-01	3.819000e-03	3.819000e-03
6.500000e-01	7.000000e-01	6.750000e-01	6.750000e-01	7.986350e-01	4.170000e-03	4.170000e-03
7.000000e-01	7.500000e-01	7.250000e-01	7.250000e-01	8.056130e-01	4.605000e-03	4.605000e-03
7.500000e-01	8.000000e-01	7.750000e-01	7.750000e-01	7.940160e-01	5.260000e-03	5.260000e-03
8.000000e-01	8.500000e-01	8.250000e-01	8.250000e-01	8.073050e-01	5.713000e-03	5.713000e-03
8.500000e-01	9.000000e-01	8.750000e-01	8.750000e-01	8.022760e-01	6.375000e-03	6.375000e-03
9.000000e-01	9.500000e-01	9.250000e-01	9.250000e-01	8.062400e-01	7.077000e-03	7.077000e-03
9.500000e-01	1.000000e+00	9.750000e-01	9.750000e-01	7.701610e-01	8.224000e-03	8.224000e-03
1.000000e+00	1.050000e+00	1.025000e+00	1.025000e+00	8.055560e-01	8.606000e-03	8.606000e-03
1.050000e+00	1.100000e+00	1.075000e+00	1.075000e+00	8.306880e-01	9.045000e-03	9.045000e-03
1.100000e+00	1.150000e+00	1.125000e+00	1.125000e+00	8.200000e-01	9.936000e-03	9.936000e-03
1.150000e+00	1.200000e+00	1.175000e+00	1.175000e+00	8.239440e-01	1.087800e-02	1.087800e-02
1.200000e+00	1.250000e+00	1.225000e+00	1.225000e+00	8.033470e-01	1.239700e-02	1.239700e-02
1.250000e+00	1.300000e+00	1.275000e+00	1.275000e+00	7.989130e-01	1.372400e-02	1.372400e-02
1.300000e+00	1.350000e+00	1.325000e+00	1.325000e+00	7.920790e-01	1.542700e-02	1.542700e-02
1.350000e+00	1.400000e+00	1.375000e+00	1.375000e+00	7.976880e-01	1.638700e-02	1.638700e-02
1.400000e+00	1.450000e+00	1.425000e+00	1.425000e+00	7.901230e-01	1.714700e-02	1.714700e-02
1.450000e+00	1.500000e+00	1.475000e+00	1.475000e+00	8.529410e-01	1.590200e-02	1.590200e-02
1.500000e+00	1.550000e+00	1.525000e+00	1.525000e+00	8.500000e-01	1.796600e-02	1.796600e-02
1.550000e+00	1.600000e+00	1.575000e+00	1.575000e+00	8.275860e-01	1.982600e-02	1.982600e-02
1.600000e+00	1.650000e+00	1.625000e+00	1.625000e+00	8.148150e-01	2.289000e-02	2.289000e-02
1.650000e+00	1.700000e+00	1.675000e+00	1.675000e+00	7.796610e-01	2.781800e-02	2.781800e-02
1.700000e+00	1.750000e+00	1.725000e+00	1.725000e+00	8.307690e-01	2.618800e-02	2.618800e-02
1.750000e+00	1.800000e+00	1.775000e+00	1.775000e+00	8.888890e-01	2.028600e-02	2.028600e-02
1.800000e+00	1.850000e+00	1.825000e+00	1.825000e+00	7.906980e-01	3.049200e-02	3.049200e-02
1.850000e+00	1.900000e+00	1.875000e+00	1.875000e+00	8.636360e-01	2.671600e-02	2.671600e-02
1.900000e+00	1.950000e+00	1.925000e+00	1.925000e+00	7.560980e-01	3.616500e-02	3.616500e-02
1.950000e+00	2.000000e+00	1.975000e+00	1.975000e+00	8.750000e-01	2.994200e-02	2.994200e-02
# END HISTO2D

