# BEGIN PLOT
DrawOnly=/STAR_2009_I793126/d43-x01-y07 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d43-x01-y07
LegendOnly=/STAR_2009_I793126/d43-x01-y07 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d43-x01-y07
# END PLOT

# BEGIN HISTO2D /STAR_2009_I793126/d43-x01-y07
IsRef=1
Path=/STAR_2009_I793126/d43-x01-y07
Title=Data
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
2.000000e-01	2.500000e-01	2.250000e-01	2.250000e-01	6.319480e-01	2.157100e-02	2.157100e-02
2.500000e-01	3.000000e-01	2.750000e-01	2.750000e-01	5.502690e-01	8.613000e-03	8.613000e-03
3.000000e-01	3.500000e-01	3.250000e-01	3.250000e-01	4.829860e-01	1.091400e-02	1.091400e-02
3.500000e-01	4.000000e-01	3.750000e-01	3.750000e-01	4.280390e-01	3.875300e-02	3.875300e-02
4.000000e-01	4.500000e-01	4.250000e-01	4.250000e-01	3.579570e-01	5.026400e-02	5.026400e-02
4.500000e-01	5.000000e-01	4.750000e-01	4.750000e-01	2.953510e-01	3.269400e-02	3.269400e-02
5.000000e-01	5.500000e-01	5.250000e-01	5.250000e-01	2.639530e-01	1.874000e-02	1.874000e-02
5.500000e-01	6.000000e-01	5.750000e-01	5.750000e-01	2.297040e-01	2.086700e-02	2.086700e-02
6.000000e-01	6.500000e-01	6.250000e-01	6.250000e-01	1.884400e-01	9.729000e-03	9.729000e-03
6.500000e-01	7.000000e-01	6.750000e-01	6.750000e-01	1.680790e-01	1.373300e-02	1.373300e-02
7.000000e-01	7.500000e-01	7.250000e-01	7.250000e-01	1.440530e-01	8.364000e-03	8.364000e-03
# END HISTO2D

