# BEGIN PLOT
DrawOnly=/STAR_2009_I793126/d43-x01-y04 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d43-x01-y04
LegendOnly=/STAR_2009_I793126/d43-x01-y04 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d43-x01-y04
# END PLOT

# BEGIN HISTO2D /STAR_2009_I793126/d43-x01-y04
IsRef=1
Path=/STAR_2009_I793126/d43-x01-y04
Title=Data
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
2.000000e-01	2.500000e-01	2.250000e-01	2.250000e-01	9.473930e-01	3.171500e-02	3.171500e-02
2.500000e-01	3.000000e-01	2.750000e-01	2.750000e-01	7.850900e-01	1.173600e-02	1.173600e-02
3.000000e-01	3.500000e-01	3.250000e-01	3.250000e-01	6.699000e-01	1.490100e-02	1.490100e-02
3.500000e-01	4.000000e-01	3.750000e-01	3.750000e-01	5.746370e-01	5.198500e-02	5.198500e-02
4.000000e-01	4.500000e-01	4.250000e-01	4.250000e-01	4.814610e-01	6.757900e-02	6.757900e-02
4.500000e-01	5.000000e-01	4.750000e-01	4.750000e-01	4.070010e-01	4.501200e-02	4.501200e-02
5.000000e-01	5.500000e-01	5.250000e-01	5.250000e-01	3.521090e-01	2.495600e-02	2.495600e-02
5.500000e-01	6.000000e-01	5.750000e-01	5.750000e-01	3.088130e-01	2.800700e-02	2.800700e-02
6.000000e-01	6.500000e-01	6.250000e-01	6.250000e-01	2.572720e-01	1.323900e-02	1.323900e-02
6.500000e-01	7.000000e-01	6.750000e-01	6.750000e-01	2.209930e-01	1.801900e-02	1.801900e-02
7.000000e-01	7.500000e-01	7.250000e-01	7.250000e-01	1.905390e-01	1.079000e-02	1.079000e-02
# END HISTO2D

