# BEGIN PLOT
DrawOnly=/STAR_2009_I793126/d21-x01-y02 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d21-x01-y02
LegendOnly=/STAR_2009_I793126/d21-x01-y02 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d21-x01-y02
# END PLOT

# BEGIN HISTO2D /STAR_2009_I793126/d21-x01-y02
IsRef=1
Path=/STAR_2009_I793126/d21-x01-y02
Title=Data
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
0.000000e+00	5.000000e-02	2.500000e-02	2.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
5.000000e-02	1.000000e-01	7.500000e-02	7.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
1.000000e-01	1.500000e-01	1.250000e-01	1.250000e-01	1.000000e-10	1.000000e-10	1.000000e-10
1.500000e-01	2.000000e-01	1.750000e-01	1.750000e-01	5.848000e-03	1.453000e-03	1.453000e-03
2.000000e-01	2.500000e-01	2.250000e-01	2.250000e-01	1.848380e-01	7.264000e-03	7.264000e-03
2.500000e-01	3.000000e-01	2.750000e-01	2.750000e-01	3.270520e-01	8.706000e-03	8.706000e-03
3.000000e-01	3.500000e-01	3.250000e-01	3.250000e-01	3.906820e-01	9.218000e-03	9.218000e-03
3.500000e-01	4.000000e-01	3.750000e-01	3.750000e-01	4.532840e-01	9.510000e-03	9.510000e-03
4.000000e-01	4.500000e-01	4.250000e-01	4.250000e-01	4.710420e-01	9.408000e-03	9.408000e-03
4.500000e-01	5.000000e-01	4.750000e-01	4.750000e-01	4.918640e-01	9.632000e-03	9.632000e-03
5.000000e-01	5.500000e-01	5.250000e-01	5.250000e-01	4.971510e-01	9.536000e-03	9.536000e-03
5.500000e-01	6.000000e-01	5.750000e-01	5.750000e-01	5.244200e-01	9.466000e-03	9.466000e-03
6.000000e-01	6.500000e-01	6.250000e-01	6.250000e-01	5.285160e-01	9.375000e-03	9.375000e-03
6.500000e-01	7.000000e-01	6.750000e-01	6.750000e-01	5.588670e-01	9.357000e-03	9.357000e-03
7.000000e-01	7.500000e-01	7.250000e-01	7.250000e-01	5.577240e-01	9.299000e-03	9.299000e-03
7.500000e-01	8.000000e-01	7.750000e-01	7.750000e-01	5.666810e-01	9.428000e-03	9.428000e-03
8.000000e-01	8.500000e-01	8.250000e-01	8.250000e-01	5.876350e-01	9.355000e-03	9.355000e-03
8.500000e-01	9.000000e-01	8.750000e-01	8.750000e-01	5.710120e-01	9.408000e-03	9.408000e-03
9.000000e-01	9.500000e-01	9.250000e-01	9.250000e-01	5.717360e-01	9.537000e-03	9.537000e-03
9.500000e-01	1.000000e+00	9.750000e-01	9.750000e-01	6.000770e-01	9.297000e-03	9.297000e-03
1.000000e+00	1.050000e+00	1.025000e+00	1.025000e+00	5.904070e-01	9.269000e-03	9.269000e-03
1.050000e+00	1.100000e+00	1.075000e+00	1.075000e+00	6.044230e-01	9.214000e-03	9.214000e-03
1.100000e+00	1.150000e+00	1.125000e+00	1.125000e+00	6.287810e-01	9.042000e-03	9.042000e-03
1.150000e+00	1.200000e+00	1.175000e+00	1.175000e+00	6.353390e-01	9.230000e-03	9.230000e-03
1.200000e+00	1.250000e+00	1.225000e+00	1.225000e+00	6.401320e-01	9.198000e-03	9.198000e-03
1.250000e+00	1.300000e+00	1.275000e+00	1.275000e+00	6.344100e-01	9.100000e-03	9.100000e-03
1.300000e+00	1.350000e+00	1.325000e+00	1.325000e+00	6.344280e-01	9.131000e-03	9.131000e-03
1.350000e+00	1.400000e+00	1.375000e+00	1.375000e+00	6.560260e-01	8.955000e-03	8.955000e-03
1.400000e+00	1.450000e+00	1.425000e+00	1.425000e+00	6.442010e-01	9.113000e-03	9.113000e-03
1.450000e+00	1.500000e+00	1.475000e+00	1.475000e+00	6.467760e-01	9.070000e-03	9.070000e-03
1.500000e+00	1.550000e+00	1.525000e+00	1.525000e+00	6.686300e-01	8.864000e-03	8.864000e-03
1.550000e+00	1.600000e+00	1.575000e+00	1.575000e+00	6.658440e-01	8.823000e-03	8.823000e-03
1.600000e+00	1.650000e+00	1.625000e+00	1.625000e+00	6.593260e-01	8.936000e-03	8.936000e-03
1.650000e+00	1.700000e+00	1.675000e+00	1.675000e+00	6.597860e-01	9.107000e-03	9.107000e-03
1.700000e+00	1.750000e+00	1.725000e+00	1.725000e+00	6.926730e-01	8.888000e-03	8.888000e-03
1.750000e+00	1.800000e+00	1.775000e+00	1.775000e+00	6.741220e-01	8.720000e-03	8.720000e-03
1.800000e+00	1.850000e+00	1.825000e+00	1.825000e+00	6.736580e-01	8.928000e-03	8.928000e-03
1.850000e+00	1.900000e+00	1.875000e+00	1.875000e+00	6.839170e-01	8.731000e-03	8.731000e-03
1.900000e+00	1.950000e+00	1.925000e+00	1.925000e+00	6.859670e-01	8.886000e-03	8.886000e-03
1.950000e+00	2.000000e+00	1.975000e+00	1.975000e+00	6.973490e-01	8.739000e-03	8.739000e-03
# END HISTO2D

