# BEGIN PLOT
DrawOnly=/STAR_2009_I793126/d17-x01-y02 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d17-x01-y02
LegendOnly=/STAR_2009_I793126/d17-x01-y02 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d17-x01-y02
# END PLOT

# BEGIN HISTO2D /STAR_2009_I793126/d17-x01-y02
IsRef=1
Path=/STAR_2009_I793126/d17-x01-y02
Title=Data
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
0.000000e+00	5.000000e-02	2.500000e-02	2.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
5.000000e-02	1.000000e-01	7.500000e-02	7.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
1.000000e-01	1.500000e-01	1.250000e-01	1.250000e-01	1.000000e-10	1.000000e-10	1.000000e-10
1.500000e-01	2.000000e-01	1.750000e-01	1.750000e-01	2.514800e-02	1.722000e-03	1.722000e-03
2.000000e-01	2.500000e-01	2.250000e-01	2.250000e-01	2.071820e-01	4.329000e-03	4.329000e-03
2.500000e-01	3.000000e-01	2.750000e-01	2.750000e-01	3.545350e-01	5.254000e-03	5.254000e-03
3.000000e-01	3.500000e-01	3.250000e-01	3.250000e-01	4.601540e-01	5.848000e-03	5.848000e-03
3.500000e-01	4.000000e-01	3.750000e-01	3.750000e-01	5.169370e-01	6.285000e-03	6.285000e-03
4.000000e-01	4.500000e-01	4.250000e-01	4.250000e-01	5.529600e-01	6.886000e-03	6.886000e-03
4.500000e-01	5.000000e-01	4.750000e-01	4.750000e-01	6.198470e-01	7.341000e-03	7.341000e-03
5.000000e-01	5.500000e-01	5.250000e-01	5.250000e-01	6.200000e-01	8.173000e-03	8.173000e-03
5.500000e-01	6.000000e-01	5.750000e-01	5.750000e-01	6.610170e-01	8.868000e-03	8.868000e-03
6.000000e-01	6.500000e-01	6.250000e-01	6.250000e-01	6.581630e-01	9.897000e-03	9.897000e-03
6.500000e-01	7.000000e-01	6.750000e-01	6.750000e-01	6.147060e-01	1.132700e-02	1.132700e-02
7.000000e-01	7.500000e-01	7.250000e-01	7.250000e-01	7.087720e-01	1.183400e-02	1.183400e-02
7.500000e-01	8.000000e-01	7.750000e-01	7.750000e-01	6.893200e-01	1.351800e-02	1.351800e-02
8.000000e-01	8.500000e-01	8.250000e-01	8.250000e-01	6.871170e-01	1.502800e-02	1.502800e-02
8.500000e-01	9.000000e-01	8.750000e-01	8.750000e-01	7.248320e-01	1.679600e-02	1.679600e-02
9.000000e-01	9.500000e-01	9.250000e-01	9.250000e-01	6.776860e-01	1.937300e-02	1.937300e-02
9.500000e-01	1.000000e+00	9.750000e-01	9.750000e-01	7.045450e-01	2.059000e-02	2.059000e-02
1.000000e+00	1.050000e+00	1.025000e+00	1.025000e+00	6.750000e-01	2.418700e-02	2.418700e-02
1.050000e+00	1.100000e+00	1.075000e+00	1.075000e+00	6.794870e-01	2.712500e-02	2.712500e-02
1.100000e+00	1.150000e+00	1.125000e+00	1.125000e+00	7.000000e-01	2.864100e-02	2.864100e-02
1.150000e+00	1.200000e+00	1.175000e+00	1.175000e+00	7.666670e-01	2.918700e-02	2.918700e-02
1.200000e+00	1.250000e+00	1.225000e+00	1.225000e+00	7.209300e-01	3.187600e-02	3.187600e-02
1.250000e+00	1.300000e+00	1.275000e+00	1.275000e+00	6.666670e-01	3.594400e-02	3.594400e-02
1.300000e+00	1.350000e+00	1.325000e+00	1.325000e+00	8.076920e-01	3.417400e-02	3.417400e-02
1.350000e+00	1.400000e+00	1.375000e+00	1.375000e+00	7.428570e-01	4.370600e-02	4.370600e-02
1.400000e+00	1.450000e+00	1.425000e+00	1.425000e+00	4.285710e-01	5.431900e-02	5.431900e-02
1.450000e+00	1.500000e+00	1.475000e+00	1.475000e+00	8.125000e-01	4.208800e-02	4.208800e-02
1.500000e+00	1.550000e+00	1.525000e+00	1.525000e+00	8.461540e-01	4.545700e-02	4.545700e-02
1.550000e+00	1.600000e+00	1.575000e+00	1.575000e+00	9.375000e-01	3.206200e-02	3.206200e-02
1.600000e+00	1.650000e+00	1.625000e+00	1.625000e+00	7.777780e-01	5.879400e-02	5.879400e-02
1.650000e+00	1.700000e+00	1.675000e+00	1.675000e+00	1.000000e+00	1.000000e-10	1.000000e-10
1.700000e+00	1.750000e+00	1.725000e+00	1.725000e+00	7.142860e-01	6.660700e-02	6.660700e-02
1.750000e+00	1.800000e+00	1.775000e+00	1.775000e+00	1.000000e+00	1.000000e-10	1.000000e-10
1.800000e+00	1.850000e+00	1.825000e+00	1.825000e+00	8.461540e-01	7.873300e-02	7.873300e-02
1.850000e+00	1.900000e+00	1.875000e+00	1.875000e+00	8.571430e-01	5.832100e-02	5.832100e-02
1.900000e+00	1.950000e+00	1.925000e+00	1.925000e+00	6.666670e-01	9.622500e-02	9.622500e-02
1.950000e+00	2.000000e+00	1.975000e+00	1.975000e+00	8.750000e-01	7.795100e-02	7.795100e-02
# END HISTO2D

