# BEGIN PLOT
DrawOnly=/STAR_2009_I793126/d43-x01-y01 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d43-x01-y01
LegendOnly=/STAR_2009_I793126/d43-x01-y01 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d43-x01-y01
# END PLOT

# BEGIN HISTO2D /STAR_2009_I793126/d43-x01-y01
IsRef=1
Path=/STAR_2009_I793126/d43-x01-y01
Title=Data
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
2.000000e-01	2.500000e-01	2.250000e-01	2.250000e-01	5.150840e-01	1.613300e-02	1.613300e-02
2.500000e-01	3.000000e-01	2.750000e-01	2.750000e-01	4.335140e-01	5.211000e-03	5.211000e-03
3.000000e-01	3.500000e-01	3.250000e-01	3.250000e-01	3.641170e-01	7.591000e-03	7.591000e-03
3.500000e-01	4.000000e-01	3.750000e-01	3.750000e-01	3.134700e-01	2.826500e-02	2.826500e-02
4.000000e-01	4.500000e-01	4.250000e-01	4.250000e-01	2.615230e-01	3.664800e-02	3.664800e-02
4.500000e-01	5.000000e-01	4.750000e-01	4.750000e-01	2.108030e-01	2.323700e-02	2.323700e-02
5.000000e-01	5.500000e-01	5.250000e-01	5.250000e-01	1.846690e-01	1.298900e-02	1.298900e-02
5.500000e-01	6.000000e-01	5.750000e-01	5.750000e-01	1.625040e-01	1.466900e-02	1.466900e-02
6.000000e-01	6.500000e-01	6.250000e-01	6.250000e-01	1.319420e-01	6.672000e-03	6.672000e-03
6.500000e-01	7.000000e-01	6.750000e-01	6.750000e-01	1.162100e-01	9.364000e-03	9.364000e-03
7.000000e-01	7.500000e-01	7.250000e-01	7.250000e-01	1.012080e-01	5.333000e-03	5.333000e-03
# END HISTO2D

