# BEGIN PLOT
DrawOnly=/STAR_2009_I793126/d43-x01-y02 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d43-x01-y02
LegendOnly=/STAR_2009_I793126/d43-x01-y02 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d43-x01-y02
# END PLOT

# BEGIN HISTO2D /STAR_2009_I793126/d43-x01-y02
IsRef=1
Path=/STAR_2009_I793126/d43-x01-y02
Title=Data
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
2.000000e-01	2.500000e-01	2.250000e-01	2.250000e-01	3.208500e-01	1.079400e-02	1.079400e-02
2.500000e-01	3.000000e-01	2.750000e-01	2.750000e-01	2.730130e-01	4.100000e-03	4.100000e-03
3.000000e-01	3.500000e-01	3.250000e-01	3.250000e-01	2.253810e-01	5.034000e-03	5.034000e-03
3.500000e-01	4.000000e-01	3.750000e-01	3.750000e-01	1.955900e-01	1.769700e-02	1.769700e-02
4.000000e-01	4.500000e-01	4.250000e-01	4.250000e-01	1.609120e-01	2.258900e-02	2.258900e-02
4.500000e-01	5.000000e-01	4.750000e-01	4.750000e-01	1.235170e-01	1.367200e-02	1.367200e-02
5.000000e-01	5.500000e-01	5.250000e-01	5.250000e-01	1.091450e-01	7.749000e-03	7.749000e-03
5.500000e-01	6.000000e-01	5.750000e-01	5.750000e-01	9.628900e-02	8.744000e-03	8.744000e-03
6.000000e-01	6.500000e-01	6.250000e-01	6.250000e-01	7.673600e-02	3.964000e-03	3.964000e-03
6.500000e-01	7.000000e-01	6.750000e-01	6.750000e-01	6.761500e-02	5.530000e-03	5.530000e-03
7.000000e-01	7.500000e-01	7.250000e-01	7.250000e-01	6.160000e-02	3.568000e-03	3.568000e-03
# END HISTO2D

