# BEGIN PLOT
DrawOnly=/STAR_2009_I793126/d16-x01-y01 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d16-x01-y01
LegendOnly=/STAR_2009_I793126/d16-x01-y01 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d16-x01-y01
# END PLOT

# BEGIN HISTO2D /STAR_2009_I793126/d16-x01-y01
IsRef=1
Path=/STAR_2009_I793126/d16-x01-y01
Title=Data
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
0.000000e+00	5.000000e-02	2.500000e-02	2.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
5.000000e-02	1.000000e-01	7.500000e-02	7.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
1.000000e-01	1.500000e-01	1.250000e-01	1.250000e-01	1.000000e-10	1.000000e-10	1.000000e-10
1.500000e-01	2.000000e-01	1.750000e-01	1.750000e-01	1.041318e+00	4.160000e-03	4.160000e-03
2.000000e-01	2.500000e-01	2.250000e-01	2.250000e-01	1.034371e+00	3.730000e-03	3.730000e-03
2.500000e-01	3.000000e-01	2.750000e-01	2.750000e-01	1.037215e+00	3.696000e-03	3.696000e-03
3.000000e-01	3.500000e-01	3.250000e-01	3.250000e-01	1.037940e+00	3.775000e-03	3.775000e-03
3.500000e-01	4.000000e-01	3.750000e-01	3.750000e-01	1.033408e+00	3.999000e-03	3.999000e-03
4.000000e-01	4.500000e-01	4.250000e-01	4.250000e-01	1.033721e+00	4.270000e-03	4.270000e-03
4.500000e-01	5.000000e-01	4.750000e-01	4.750000e-01	1.032314e+00	4.606000e-03	4.606000e-03
5.000000e-01	5.500000e-01	5.250000e-01	5.250000e-01	1.030567e+00	5.023000e-03	5.023000e-03
5.500000e-01	6.000000e-01	5.750000e-01	5.750000e-01	1.025002e+00	5.507000e-03	5.507000e-03
6.000000e-01	6.500000e-01	6.250000e-01	6.250000e-01	1.022679e+00	6.071000e-03	6.071000e-03
6.500000e-01	7.000000e-01	6.750000e-01	6.750000e-01	1.020689e+00	6.715000e-03	6.715000e-03
7.000000e-01	7.500000e-01	7.250000e-01	7.250000e-01	1.014818e+00	7.493000e-03	7.493000e-03
7.500000e-01	8.000000e-01	7.750000e-01	7.750000e-01	1.009620e+00	8.288000e-03	8.288000e-03
8.000000e-01	8.500000e-01	8.250000e-01	8.250000e-01	1.006285e+00	9.259000e-03	9.259000e-03
8.500000e-01	9.000000e-01	8.750000e-01	8.750000e-01	1.005331e+00	1.014600e-02	1.014600e-02
9.000000e-01	9.500000e-01	9.250000e-01	9.250000e-01	9.997740e-01	1.138800e-02	1.138800e-02
9.500000e-01	1.000000e+00	9.750000e-01	9.750000e-01	9.978270e-01	1.252200e-02	1.252200e-02
1.000000e+00	1.050000e+00	1.025000e+00	1.025000e+00	9.911170e-01	1.380900e-02	1.380900e-02
1.050000e+00	1.100000e+00	1.075000e+00	1.075000e+00	9.900100e-01	1.514200e-02	1.514200e-02
1.100000e+00	1.150000e+00	1.125000e+00	1.125000e+00	9.932480e-01	1.652900e-02	1.652900e-02
1.150000e+00	1.200000e+00	1.175000e+00	1.175000e+00	9.899930e-01	1.795700e-02	1.795700e-02
1.200000e+00	1.250000e+00	1.225000e+00	1.225000e+00	9.892730e-01	1.940200e-02	1.940200e-02
1.250000e+00	1.300000e+00	1.275000e+00	1.275000e+00	9.697180e-01	2.136700e-02	2.136700e-02
1.300000e+00	1.350000e+00	1.325000e+00	1.325000e+00	9.673790e-01	2.301800e-02	2.301800e-02
1.350000e+00	1.400000e+00	1.375000e+00	1.375000e+00	9.641470e-01	2.480000e-02	2.480000e-02
1.400000e+00	1.450000e+00	1.425000e+00	1.425000e+00	9.471780e-01	2.721200e-02	2.721200e-02
1.450000e+00	1.500000e+00	1.475000e+00	1.475000e+00	9.422170e-01	3.001100e-02	3.001100e-02
1.500000e+00	1.550000e+00	1.525000e+00	1.525000e+00	9.501400e-01	3.050900e-02	3.050900e-02
1.550000e+00	1.600000e+00	1.575000e+00	1.575000e+00	9.418700e-01	3.271200e-02	3.271200e-02
1.600000e+00	1.650000e+00	1.625000e+00	1.625000e+00	9.329750e-01	3.575000e-02	3.575000e-02
1.650000e+00	1.700000e+00	1.675000e+00	1.675000e+00	9.207050e-01	3.769200e-02	3.769200e-02
1.700000e+00	1.750000e+00	1.725000e+00	1.725000e+00	9.504350e-01	4.005600e-02	4.005600e-02
1.750000e+00	1.800000e+00	1.775000e+00	1.775000e+00	9.204370e-01	4.274100e-02	4.274100e-02
1.800000e+00	1.850000e+00	1.825000e+00	1.825000e+00	9.009240e-01	4.647900e-02	4.647900e-02
1.850000e+00	1.900000e+00	1.875000e+00	1.875000e+00	9.193530e-01	4.899300e-02	4.899300e-02
1.900000e+00	1.950000e+00	1.925000e+00	1.925000e+00	8.922900e-01	5.483400e-02	5.483400e-02
1.950000e+00	2.000000e+00	1.975000e+00	1.975000e+00	9.095770e-01	5.433900e-02	5.433900e-02
# END HISTO2D

