# BEGIN PLOT
DrawOnly=/STAR_2009_I793126/d17-x01-y01 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d17-x01-y01
LegendOnly=/STAR_2009_I793126/d17-x01-y01 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d17-x01-y01
# END PLOT

# BEGIN HISTO2D /STAR_2009_I793126/d17-x01-y01
IsRef=1
Path=/STAR_2009_I793126/d17-x01-y01
Title=Data
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
0.000000e+00	5.000000e-02	2.500000e-02	2.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
5.000000e-02	1.000000e-01	7.500000e-02	7.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
1.000000e-01	1.500000e-01	1.250000e-01	1.250000e-01	2.023680e-01	4.660000e-03	4.660000e-03
1.500000e-01	2.000000e-01	1.750000e-01	1.750000e-01	7.305270e-01	4.880000e-03	4.880000e-03
2.000000e-01	2.500000e-01	2.250000e-01	2.250000e-01	7.922420e-01	4.333000e-03	4.333000e-03
2.500000e-01	3.000000e-01	2.750000e-01	2.750000e-01	8.196620e-01	4.223000e-03	4.223000e-03
3.000000e-01	3.500000e-01	3.250000e-01	3.250000e-01	8.352150e-01	4.353000e-03	4.353000e-03
3.500000e-01	4.000000e-01	3.750000e-01	3.750000e-01	8.440370e-01	4.563000e-03	4.563000e-03
4.000000e-01	4.500000e-01	4.250000e-01	4.250000e-01	8.597740e-01	4.809000e-03	4.809000e-03
4.500000e-01	5.000000e-01	4.750000e-01	4.750000e-01	8.682530e-01	5.115000e-03	5.115000e-03
5.000000e-01	5.500000e-01	5.250000e-01	5.250000e-01	8.692940e-01	5.676000e-03	5.676000e-03
5.500000e-01	6.000000e-01	5.750000e-01	5.750000e-01	8.901370e-01	5.859000e-03	5.859000e-03
6.000000e-01	6.500000e-01	6.250000e-01	6.250000e-01	8.837610e-01	6.687000e-03	6.687000e-03
6.500000e-01	7.000000e-01	6.750000e-01	6.750000e-01	8.781150e-01	7.614000e-03	7.614000e-03
7.000000e-01	7.500000e-01	7.250000e-01	7.250000e-01	8.894170e-01	8.169000e-03	8.169000e-03
7.500000e-01	8.000000e-01	7.750000e-01	7.750000e-01	8.813990e-01	9.444000e-03	9.444000e-03
8.000000e-01	8.500000e-01	8.250000e-01	8.250000e-01	8.960080e-01	9.893000e-03	9.893000e-03
8.500000e-01	9.000000e-01	8.750000e-01	8.750000e-01	8.953320e-01	1.151300e-02	1.151300e-02
9.000000e-01	9.500000e-01	9.250000e-01	9.250000e-01	8.608250e-01	1.434800e-02	1.434800e-02
9.500000e-01	1.000000e+00	9.750000e-01	9.750000e-01	9.022400e-01	1.340300e-02	1.340300e-02
1.000000e+00	1.050000e+00	1.025000e+00	1.025000e+00	8.720000e-01	1.725200e-02	1.725200e-02
1.050000e+00	1.100000e+00	1.075000e+00	1.075000e+00	8.783780e-01	1.899800e-02	1.899800e-02
1.100000e+00	1.150000e+00	1.125000e+00	1.125000e+00	8.632810e-01	2.147200e-02	2.147200e-02
1.150000e+00	1.200000e+00	1.175000e+00	1.175000e+00	9.047620e-01	2.025600e-02	2.025600e-02
1.200000e+00	1.250000e+00	1.225000e+00	1.225000e+00	8.838380e-01	2.277100e-02	2.277100e-02
1.250000e+00	1.300000e+00	1.275000e+00	1.275000e+00	9.011630e-01	2.275600e-02	2.275600e-02
1.300000e+00	1.350000e+00	1.325000e+00	1.325000e+00	8.571430e-01	3.034300e-02	3.034300e-02
1.350000e+00	1.400000e+00	1.375000e+00	1.375000e+00	8.800000e-01	3.249600e-02	3.249600e-02
1.400000e+00	1.450000e+00	1.425000e+00	1.425000e+00	8.313250e-01	4.110300e-02	4.110300e-02
1.450000e+00	1.500000e+00	1.475000e+00	1.475000e+00	9.302330e-01	2.747100e-02	2.747100e-02
1.500000e+00	1.550000e+00	1.525000e+00	1.525000e+00	8.730160e-01	4.194800e-02	4.194800e-02
1.550000e+00	1.600000e+00	1.575000e+00	1.575000e+00	8.947370e-01	4.064900e-02	4.064900e-02
1.600000e+00	1.650000e+00	1.625000e+00	1.625000e+00	9.200000e-01	3.836700e-02	3.836700e-02
1.650000e+00	1.700000e+00	1.675000e+00	1.675000e+00	8.611110e-01	5.763800e-02	5.763800e-02
1.700000e+00	1.750000e+00	1.725000e+00	1.725000e+00	8.913040e-01	4.589200e-02	4.589200e-02
1.750000e+00	1.800000e+00	1.775000e+00	1.775000e+00	9.583330e-01	4.078900e-02	4.078900e-02
1.800000e+00	1.850000e+00	1.825000e+00	1.825000e+00	9.047620e-01	6.405600e-02	6.405600e-02
1.850000e+00	1.900000e+00	1.875000e+00	1.875000e+00	8.888890e-01	5.237800e-02	5.237800e-02
1.900000e+00	1.950000e+00	1.925000e+00	1.925000e+00	1.000000e+00	1.000000e-10	1.000000e-10
1.950000e+00	2.000000e+00	1.975000e+00	1.975000e+00	9.444440e-01	5.399000e-02	5.399000e-02
# END HISTO2D

