# BEGIN PLOT
DrawOnly=/STAR_2009_I793126/d19-x01-y02 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d19-x01-y02
LegendOnly=/STAR_2009_I793126/d19-x01-y02 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d19-x01-y02
# END PLOT

# BEGIN HISTO2D /STAR_2009_I793126/d19-x01-y02
IsRef=1
Path=/STAR_2009_I793126/d19-x01-y02
Title=Data
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
0.000000e+00	5.000000e-02	2.500000e-02	2.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
5.000000e-02	1.000000e-01	7.500000e-02	7.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
1.000000e-01	1.500000e-01	1.250000e-01	1.250000e-01	1.000000e-10	1.000000e-10	1.000000e-10
1.500000e-01	2.000000e-01	1.750000e-01	1.750000e-01	7.463000e-03	7.407000e-03	7.407000e-03
2.000000e-01	2.500000e-01	2.250000e-01	2.250000e-01	2.021140e-01	3.126000e-02	3.126000e-02
2.500000e-01	3.000000e-01	2.750000e-01	2.750000e-01	3.717290e-01	4.140600e-02	4.140600e-02
3.000000e-01	3.500000e-01	3.250000e-01	3.250000e-01	3.858830e-01	4.080400e-02	4.080400e-02
3.500000e-01	4.000000e-01	3.750000e-01	3.750000e-01	5.018920e-01	4.221500e-02	4.221500e-02
4.000000e-01	4.500000e-01	4.250000e-01	4.250000e-01	5.143590e-01	4.149700e-02	4.149700e-02
4.500000e-01	5.000000e-01	4.750000e-01	4.750000e-01	5.288220e-01	4.489700e-02	4.489700e-02
5.000000e-01	5.500000e-01	5.250000e-01	5.250000e-01	5.744470e-01	4.279000e-02	4.279000e-02
5.500000e-01	6.000000e-01	5.750000e-01	5.750000e-01	5.867650e-01	4.122200e-02	4.122200e-02
6.000000e-01	6.500000e-01	6.250000e-01	6.250000e-01	6.146430e-01	4.299400e-02	4.299400e-02
6.500000e-01	7.000000e-01	6.750000e-01	6.750000e-01	5.947030e-01	4.177600e-02	4.177600e-02
7.000000e-01	7.500000e-01	7.250000e-01	7.250000e-01	6.614940e-01	4.168200e-02	4.168200e-02
7.500000e-01	8.000000e-01	7.750000e-01	7.750000e-01	6.106060e-01	4.452200e-02	4.452200e-02
8.000000e-01	8.500000e-01	8.250000e-01	8.250000e-01	6.956520e-01	3.955600e-02	3.955600e-02
8.500000e-01	9.000000e-01	8.750000e-01	8.750000e-01	7.224990e-01	3.953100e-02	3.953100e-02
9.000000e-01	9.500000e-01	9.250000e-01	9.250000e-01	6.374450e-01	4.246900e-02	4.246900e-02
9.500000e-01	1.000000e+00	9.750000e-01	9.750000e-01	6.490490e-01	4.035500e-02	4.035500e-02
1.000000e+00	1.050000e+00	1.025000e+00	1.025000e+00	7.320540e-01	3.940900e-02	3.940900e-02
1.050000e+00	1.100000e+00	1.075000e+00	1.075000e+00	6.956520e-01	4.120200e-02	4.120200e-02
1.100000e+00	1.150000e+00	1.125000e+00	1.125000e+00	7.346040e-01	4.091000e-02	4.091000e-02
1.150000e+00	1.200000e+00	1.175000e+00	1.175000e+00	7.131150e-01	4.094300e-02	4.094300e-02
1.200000e+00	1.250000e+00	1.225000e+00	1.225000e+00	7.125770e-01	3.652900e-02	3.652900e-02
1.250000e+00	1.300000e+00	1.275000e+00	1.275000e+00	6.904760e-01	3.929900e-02	3.929900e-02
1.300000e+00	1.350000e+00	1.325000e+00	1.325000e+00	7.532940e-01	3.735000e-02	3.735000e-02
1.350000e+00	1.400000e+00	1.375000e+00	1.375000e+00	7.125000e-01	4.090300e-02	4.090300e-02
1.400000e+00	1.450000e+00	1.425000e+00	1.425000e+00	7.314190e-01	4.174800e-02	4.174800e-02
1.450000e+00	1.500000e+00	1.475000e+00	1.475000e+00	7.450340e-01	3.574200e-02	3.574200e-02
1.500000e+00	1.550000e+00	1.525000e+00	1.525000e+00	6.977160e-01	4.043100e-02	4.043100e-02
1.550000e+00	1.600000e+00	1.575000e+00	1.575000e+00	7.378460e-01	3.996400e-02	3.996400e-02
1.600000e+00	1.650000e+00	1.625000e+00	1.625000e+00	6.758260e-01	4.171700e-02	4.171700e-02
1.650000e+00	1.700000e+00	1.675000e+00	1.675000e+00	7.832390e-01	3.747500e-02	3.747500e-02
1.700000e+00	1.750000e+00	1.725000e+00	1.725000e+00	7.646890e-01	3.882200e-02	3.882200e-02
1.750000e+00	1.800000e+00	1.775000e+00	1.775000e+00	6.464650e-01	4.384100e-02	4.384100e-02
1.800000e+00	1.850000e+00	1.825000e+00	1.825000e+00	7.631160e-01	3.521500e-02	3.521500e-02
1.850000e+00	1.900000e+00	1.875000e+00	1.875000e+00	8.239180e-01	3.285500e-02	3.285500e-02
1.900000e+00	1.950000e+00	1.925000e+00	1.925000e+00	7.734380e-01	3.699400e-02	3.699400e-02
1.950000e+00	2.000000e+00	1.975000e+00	1.975000e+00	7.895470e-01	3.415100e-02	3.415100e-02
# END HISTO2D

