# BEGIN PLOT
DrawOnly=/STAR_2009_I793126/d43-x01-y05 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d43-x01-y05
LegendOnly=/STAR_2009_I793126/d43-x01-y05 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d43-x01-y05
# END PLOT

# BEGIN HISTO2D /STAR_2009_I793126/d43-x01-y05
IsRef=1
Path=/STAR_2009_I793126/d43-x01-y05
Title=Data
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
2.000000e-01	2.500000e-01	2.250000e-01	2.250000e-01	4.843950e-01	1.514300e-02	1.514300e-02
2.500000e-01	3.000000e-01	2.750000e-01	2.750000e-01	4.282070e-01	5.094000e-03	5.094000e-03
3.000000e-01	3.500000e-01	3.250000e-01	3.250000e-01	3.684380e-01	7.660000e-03	7.660000e-03
3.500000e-01	4.000000e-01	3.750000e-01	3.750000e-01	3.240160e-01	2.921200e-02	2.921200e-02
4.000000e-01	4.500000e-01	4.250000e-01	4.250000e-01	2.734730e-01	3.831900e-02	3.831900e-02
4.500000e-01	5.000000e-01	4.750000e-01	4.750000e-01	2.254240e-01	2.484200e-02	2.484200e-02
5.000000e-01	5.500000e-01	5.250000e-01	5.250000e-01	2.004990e-01	1.409200e-02	1.409200e-02
5.500000e-01	6.000000e-01	5.750000e-01	5.750000e-01	1.738580e-01	1.568800e-02	1.568800e-02
6.000000e-01	6.500000e-01	6.250000e-01	6.250000e-01	1.410010e-01	7.118000e-03	7.118000e-03
6.500000e-01	7.000000e-01	6.750000e-01	6.750000e-01	1.268360e-01	1.020800e-02	1.020800e-02
7.000000e-01	7.500000e-01	7.250000e-01	7.250000e-01	1.059630e-01	5.552000e-03	5.552000e-03
# END HISTO2D

