# BEGIN PLOT
DrawOnly=/STAR_2009_I793126/d18-x01-y02 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d18-x01-y02
LegendOnly=/STAR_2009_I793126/d18-x01-y02 //lustre/haven/proj/UTK0019/chughe26/RIVETAnalyses/STAR_2009_I793126/Rivet.yoda/STAR_2009_I793126:beam=dAU200:cent=GEN/d18-x01-y02
# END PLOT

# BEGIN HISTO2D /STAR_2009_I793126/d18-x01-y02
IsRef=1
Path=/STAR_2009_I793126/d18-x01-y02
Title=Data
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
0.000000e+00	5.000000e-02	2.500000e-02	2.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
5.000000e-02	1.000000e-01	7.500000e-02	7.500000e-02	1.000000e-10	1.000000e-10	1.000000e-10
1.000000e-01	1.500000e-01	1.250000e-01	1.250000e-01	1.000000e-10	1.000000e-10	1.000000e-10
1.500000e-01	2.000000e-01	1.750000e-01	1.750000e-01	2.537900e-02	7.680000e-04	7.680000e-04
2.000000e-01	2.500000e-01	2.250000e-01	2.250000e-01	1.770860e-01	1.861000e-03	1.861000e-03
2.500000e-01	3.000000e-01	2.750000e-01	2.750000e-01	3.449600e-01	2.384000e-03	2.384000e-03
3.000000e-01	3.500000e-01	3.250000e-01	3.250000e-01	4.185070e-01	2.640000e-03	2.640000e-03
3.500000e-01	4.000000e-01	3.750000e-01	3.750000e-01	4.714820e-01	2.883000e-03	2.883000e-03
4.000000e-01	4.500000e-01	4.250000e-01	4.250000e-01	5.169540e-01	3.145000e-03	3.145000e-03
4.500000e-01	5.000000e-01	4.750000e-01	4.750000e-01	5.512200e-01	3.414000e-03	3.414000e-03
5.000000e-01	5.500000e-01	5.250000e-01	5.250000e-01	5.832030e-01	3.745000e-03	3.745000e-03
5.500000e-01	6.000000e-01	5.750000e-01	5.750000e-01	5.991980e-01	4.142000e-03	4.142000e-03
6.000000e-01	6.500000e-01	6.250000e-01	6.250000e-01	6.156270e-01	4.566000e-03	4.566000e-03
6.500000e-01	7.000000e-01	6.750000e-01	6.750000e-01	6.485980e-01	4.965000e-03	4.965000e-03
7.000000e-01	7.500000e-01	7.250000e-01	7.250000e-01	6.361010e-01	5.599000e-03	5.599000e-03
7.500000e-01	8.000000e-01	7.750000e-01	7.750000e-01	6.517540e-01	6.197000e-03	6.197000e-03
8.000000e-01	8.500000e-01	8.250000e-01	8.250000e-01	6.639440e-01	6.842000e-03	6.842000e-03
8.500000e-01	9.000000e-01	8.750000e-01	8.750000e-01	6.506330e-01	7.631000e-03	7.631000e-03
9.000000e-01	9.500000e-01	9.250000e-01	9.250000e-01	6.760120e-01	8.380000e-03	8.380000e-03
9.500000e-01	1.000000e+00	9.750000e-01	9.750000e-01	6.441950e-01	9.359000e-03	9.359000e-03
1.000000e+00	1.050000e+00	1.025000e+00	1.025000e+00	6.793720e-01	1.014800e-02	1.014800e-02
1.050000e+00	1.100000e+00	1.075000e+00	1.075000e+00	6.984130e-01	1.106900e-02	1.106900e-02
1.100000e+00	1.150000e+00	1.125000e+00	1.125000e+00	6.980520e-01	1.187400e-02	1.187400e-02
1.150000e+00	1.200000e+00	1.175000e+00	1.175000e+00	7.265310e-01	1.273000e-02	1.273000e-02
1.200000e+00	1.250000e+00	1.225000e+00	1.225000e+00	7.276600e-01	1.388400e-02	1.388400e-02
1.250000e+00	1.300000e+00	1.275000e+00	1.275000e+00	6.852790e-01	1.590100e-02	1.590100e-02
1.300000e+00	1.350000e+00	1.325000e+00	1.325000e+00	7.119570e-01	1.721500e-02	1.721500e-02
1.350000e+00	1.400000e+00	1.375000e+00	1.375000e+00	7.531650e-01	1.758800e-02	1.758800e-02
1.400000e+00	1.450000e+00	1.425000e+00	1.425000e+00	6.587300e-01	1.996500e-02	1.996500e-02
1.450000e+00	1.500000e+00	1.475000e+00	1.475000e+00	7.735850e-01	1.879200e-02	1.879200e-02
1.500000e+00	1.550000e+00	1.525000e+00	1.525000e+00	8.073390e-01	1.984400e-02	1.984400e-02
1.550000e+00	1.600000e+00	1.575000e+00	1.575000e+00	7.702700e-01	2.207900e-02	2.207900e-02
1.600000e+00	1.650000e+00	1.625000e+00	1.625000e+00	8.117650e-01	2.303400e-02	2.303400e-02
1.650000e+00	1.700000e+00	1.675000e+00	1.675000e+00	7.647060e-01	2.846900e-02	2.846900e-02
1.700000e+00	1.750000e+00	1.725000e+00	1.725000e+00	7.592590e-01	2.986000e-02	2.986000e-02
1.750000e+00	1.800000e+00	1.775000e+00	1.775000e+00	7.678570e-01	2.725300e-02	2.725300e-02
1.800000e+00	1.850000e+00	1.825000e+00	1.825000e+00	7.812500e-01	3.098600e-02	3.098600e-02
1.850000e+00	1.900000e+00	1.875000e+00	1.875000e+00	7.250000e-01	3.476100e-02	3.476100e-02
1.900000e+00	1.950000e+00	1.925000e+00	1.925000e+00	8.095240e-01	3.306900e-02	3.306900e-02
1.950000e+00	2.000000e+00	1.975000e+00	1.975000e+00	8.333330e-01	3.374100e-02	3.374100e-02
# END HISTO2D

